Candidate sessions: 459 (sample=False)
behavior 1/459 6713a4a7-faed-4df2-acab-ee4e63326f8d: {'eid': '6713a4a7-faed-4df2-acab-ee4e63326f8d', 'trials': 407, 'side': 'left', 'raw': 565, 'base_valid': 407, 'seconds': 0.3342280387878418}
behavior 352/459 d3a2b25e-46d3-4f0b-ade6-4e32255f4c35: {'eid': 'd3a2b25e-46d3-4f0b-ade6-4e32255f4c35', 'trials': 687, 'side': 'left', 'raw': 949, 'base_valid': 687, 'seconds': 0.3699758052825928}
behavior 353/459 9545aa05-3945-4054-a5c3-a259f7209d61: {'eid': '9545aa05-3945-4054-a5c3-a259f7209d61', 'trials': 286, 'side': 'left', 'raw': 487, 'base_valid': 286, 'seconds': 0.27265310287475586}
behavior 354/459 1425bd6f-c625-4f6a-b237-dc5bcfc42c87: {'eid': '1425bd6f-c625-4f6a-b237-dc5bcfc42c87', 'trials': 632, 'side': 'left', 'raw': 839, 'base_valid': 632, 'seconds': 0.34739017486572266}
behavior 355/459 e6043c7d-8f6e-4b66-8309-2ec0abac0f79: {'eid': 'e6043c7d-8f6e-4b66-8309-2ec0abac0f79', 'trials': 677, 'side': 'left', 'raw': 911, 'base_valid': 677, 'seconds': 0.3408658504486084}
behavior 356/459 9b528ad0-4599-4a55-9148-96cc1d93fb24: {'eid': '9b528ad0-4599-4a55-9148-96cc1d93fb24', 'trials': 449, 'side': 'left', 'raw': 581, 'base_valid': 449, 'seconds': 0.23340964317321777}
behavior 357/459 b887df2c-bb9c-44c9-a9c0-538da87b2cab: {'eid': 'b887df2c-bb9c-44c9-a9c0-538da87b2cab', 'trials': 373, 'side': 'left', 'raw': 478, 'base_valid': 373, 'seconds': 0.1851365566253662}
behavior 358/459 63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9: {'eid': '63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9', 'trials': 727, 'side': 'left', 'raw': 900, 'base_valid': 727, 'seconds': 0.3491795063018799}
behavior 359/459 3e6a97d3-3991-49e2-b346-6948cb4580fb: {'eid': '3e6a97d3-3991-49e2-b346-6948cb4580fb', 'trials': 422, 'side': 'left', 'raw': 525, 'base_valid': 422, 'seconds': 0.2294321060180664}
behavior 360/459 eacc49a9-f3a1-49f1-b87f-0972f90ee837: {'eid': 'eacc49a9-f3a1-49f1-b87f-0972f90ee837', 'trials': 657, 'side': 'left', 'raw': 817, 'base_valid': 657, 'seconds': 0.3119969367980957}
behavior 361/459 5b49aca6-a6f4-4075-931a-617ad64c219c: {'eid': '5b49aca6-a6f4-4075-931a-617ad64c219c', 'trials': 584, 'side': 'left', 'raw': 773, 'base_valid': 584, 'seconds': 0.2894306182861328}
behavior 362/459 d901aff5-2250-467a-b4a1-0cb9729df9e2: {'eid': 'd901aff5-2250-467a-b4a1-0cb9729df9e2', 'trials': 358, 'side': 'left', 'raw': 458, 'base_valid': 358, 'seconds': 0.22521305084228516}
behavior 363/459 27ef44c0-acb2-4220-b776-477d0d5abd35: {'eid': '27ef44c0-acb2-4220-b776-477d0d5abd35', 'trials': 466, 'side': 'left', 'raw': 593, 'base_valid': 466, 'seconds': 0.29505109786987305}
behavior 364/459 1ca83b26-30fc-4350-a616-c38b7d00d240: {'eid': '1ca83b26-30fc-4350-a616-c38b7d00d240', 'trials': 434, 'side': 'left', 'raw': 586, 'base_valid': 434, 'seconds': 0.2855846881866455}
behavior 365/459 e0928e11-2b86-4387-a203-80c77fab5d52: {'eid': 'e0928e11-2b86-4387-a203-80c77fab5d52', 'trials': 320, 'side': 'left', 'raw': 474, 'base_valid': 320, 'seconds': 0.25532102584838867}
behavior 366/459 3bcb81b4-d9ca-4fc9-a1cd-353a966239ca: {'eid': '3bcb81b4-d9ca-4fc9-a1cd-353a966239ca', 'trials': 384, 'side': 'left', 'raw': 664, 'base_valid': 384, 'seconds': 0.3833293914794922}
behavior 367/459 7cc74598-9c1b-436b-84fa-0bf89f31adf6: {'eid': '7cc74598-9c1b-436b-84fa-0bf89f31adf6', 'trials': 312, 'side': 'left', 'raw': 526, 'base_valid': 312, 'seconds': 0.29639458656311035}
behavior 368/459 2d9bfc10-59fb-424a-b699-7c42f86c7871: {'eid': '2d9bfc10-59fb-424a-b699-7c42f86c7871', 'trials': 466, 'side': 'left', 'raw': 678, 'base_valid': 466, 'seconds': 0.29442596435546875}
behavior 369/459 f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad: {'eid': 'f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad', 'trials': 306, 'side': 'left', 'raw': 558, 'base_valid': 306, 'seconds': 0.2861955165863037}
behavior 370/459 6c6b0d06-6039-4525-a74b-58cfaa1d3a60: {'eid': '6c6b0d06-6039-4525-a74b-58cfaa1d3a60', 'trials': 663, 'side': 'left', 'raw': 1006, 'base_valid': 663, 'seconds': 0.3914327621459961}
behavior 371/459 195443eb-08e9-4a18-a7e1-d105b2ce1429: {'eid': '195443eb-08e9-4a18-a7e1-d105b2ce1429', 'trials': 618, 'side': 'left', 'raw': 1037, 'base_valid': 618, 'seconds': 0.4164888858795166}
behavior 372/459 0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde: {'eid': '0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde', 'trials': 618, 'side': 'left', 'raw': 1191, 'base_valid': 618, 'seconds': 0.3968052864074707}
behavior 373/459 ae8787b1-4229-4d56-b0c2-566b61a25b77: {'eid': 'ae8787b1-4229-4d56-b0c2-566b61a25b77', 'trials': 548, 'side': 'left', 'raw': 885, 'base_valid': 548, 'seconds': 0.33992886543273926}
behavior 374/459 5c0c560e-9e1f-45e9-b66e-e4ee7855be84: {'eid': '5c0c560e-9e1f-45e9-b66e-e4ee7855be84', 'trials': 843, 'side': 'left', 'raw': 1100, 'base_valid': 843, 'seconds': 0.39401817321777344}
behavior 375/459 28338153-4113-485b-835b-91cb96d984f2: {'eid': '28338153-4113-485b-835b-91cb96d984f2', 'trials': 710, 'side': 'left', 'raw': 906, 'base_valid': 710, 'seconds': 0.3465695381164551}
behavior 376/459 29a6def1-fc5c-4eea-ac48-47e9b053dcb5: {'eid': '29a6def1-fc5c-4eea-ac48-47e9b053dcb5', 'trials': 633, 'side': 'left', 'raw': 834, 'base_valid': 633, 'seconds': 0.3448033332824707}
behavior 377/459 f56194bc-8215-4ae8-bc6a-89781ad8e050: {'eid': 'f56194bc-8215-4ae8-bc6a-89781ad8e050', 'trials': 490, 'side': 'left', 'raw': 696, 'base_valid': 490, 'seconds': 0.3225228786468506}
behavior 378/459 c958919c-2e75-435d-845d-5b62190b520e: {'eid': 'c958919c-2e75-435d-845d-5b62190b520e', 'trials': 561, 'side': 'left', 'raw': 788, 'base_valid': 561, 'seconds': 0.3220500946044922}
behavior 379/459 4e560423-5caf-4cda-8511-d1ab4cd2bf7d: {'eid': '4e560423-5caf-4cda-8511-d1ab4cd2bf7d', 'trials': 442, 'side': 'left', 'raw': 575, 'base_valid': 442, 'seconds': 0.2851541042327881}
behavior 380/459 e6594a5b-552c-421a-b376-1a1baa9dc4fd: {'eid': 'e6594a5b-552c-421a-b376-1a1baa9dc4fd', 'trials': 248, 'side': 'left', 'raw': 401, 'base_valid': 248, 'seconds': 0.2614328861236572}
behavior 381/459 de905562-31c6-4c31-9ece-3ee87b97eab4: {'eid': 'de905562-31c6-4c31-9ece-3ee87b97eab4', 'trials': 314, 'side': 'left', 'raw': 401, 'base_valid': 314, 'seconds': 0.21355271339416504}
behavior 382/459 d85c454e-8737-4cba-b6ad-b2339429d99b: {'eid': 'd85c454e-8737-4cba-b6ad-b2339429d99b', 'trials': 325, 'side': 'left', 'raw': 413, 'base_valid': 325, 'seconds': 0.20550918579101562}
behavior 383/459 3a3ea015-b5f4-4e8b-b189-9364d1fc7435: {'eid': '3a3ea015-b5f4-4e8b-b189-9364d1fc7435', 'trials': 262, 'side': 'left', 'raw': 401, 'base_valid': 262, 'seconds': 0.2772214412689209}
behavior 384/459 642c97ea-fe89-4ec9-8629-5e492ea4019d: {'eid': '642c97ea-fe89-4ec9-8629-5e492ea4019d', 'trials': 335, 'side': 'left', 'raw': 489, 'base_valid': 335, 'seconds': 0.22510981559753418}
behavior 385/459 caa5dddc-9290-4e27-9f5e-575ba3598614: {'eid': 'caa5dddc-9290-4e27-9f5e-575ba3598614', 'trials': 280, 'side': 'left', 'raw': 404, 'base_valid': 280, 'seconds': 0.14674019813537598}
behavior 386/459 5139ce2c-7d52-44bf-8129-692d61dd6403: {'eid': '5139ce2c-7d52-44bf-8129-692d61dd6403', 'trials': 656, 'side': 'left', 'raw': 1026, 'base_valid': 657, 'seconds': 0.34093451499938965}
behavior 387/459 49368f16-de69-4647-9a7a-761e94517821: {'eid': '49368f16-de69-4647-9a7a-761e94517821', 'trials': 398, 'side': 'left', 'raw': 544, 'base_valid': 398, 'seconds': 0.2582588195800781}
EXCLUDE ebe090af-5922-4fcd-8fc6-17b8ba7bad6d: FileNotFoundError: no matched camera time/motion stream
EXCLUDE d832d9f7-c96a-4f63-8921-516ba4a7b61f: FileNotFoundError: no matched camera time/motion stream
behavior 390/459 dcceebe5-4589-44df-a1c1-9fa33e779727: {'eid': 'dcceebe5-4589-44df-a1c1-9fa33e779727', 'trials': 505, 'side': 'right', 'raw': 681, 'base_valid': 508, 'seconds': 0.37850022315979004}
behavior 391/459 b10ed1ba-2099-42c4-bee3-d053eb594f09: {'eid': 'b10ed1ba-2099-42c4-bee3-d053eb594f09', 'trials': 625, 'side': 'right', 'raw': 896, 'base_valid': 625, 'seconds': 0.3695647716522217}
behavior 392/459 cae5cd75-55e5-4277-8db3-cf4d6c5ff918: {'eid': 'cae5cd75-55e5-4277-8db3-cf4d6c5ff918', 'trials': 258, 'side': 'left', 'raw': 498, 'base_valid': 258, 'seconds': 0.28510260581970215}
behavior 393/459 4ef13091-1bc8-4f32-9619-107bdf48540c: {'eid': '4ef13091-1bc8-4f32-9619-107bdf48540c', 'trials': 624, 'side': 'left', 'raw': 861, 'base_valid': 624, 'seconds': 0.31178951263427734}
behavior 394/459 25f77e81-c1af-46ab-8686-73ac3d67c4a7: {'eid': '25f77e81-c1af-46ab-8686-73ac3d67c4a7', 'trials': 505, 'side': 'left', 'raw': 1014, 'base_valid': 506, 'seconds': 0.40632033348083496}
behavior 395/459 4ddb8a95-788b-48d0-8a0a-66c7c796da96: {'eid': '4ddb8a95-788b-48d0-8a0a-66c7c796da96', 'trials': 553, 'side': 'right', 'raw': 722, 'base_valid': 569, 'seconds': 0.34338831901550293}
EXCLUDE f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1: ValueError: only 0 jointly valid trials
behavior 397/459 65f5c9b4-4440-48b9-b914-c593a5184a18: {'eid': '65f5c9b4-4440-48b9-b914-c593a5184a18', 'trials': 359, 'side': 'right', 'raw': 458, 'base_valid': 359, 'seconds': 0.2748572826385498}
behavior 398/459 037d75ca-c90a-43f2-aca6-e86611916779: {'eid': '037d75ca-c90a-43f2-aca6-e86611916779', 'trials': 631, 'side': 'left', 'raw': 842, 'base_valid': 631, 'seconds': 0.37213802337646484}
behavior 399/459 e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1: {'eid': 'e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1', 'trials': 698, 'side': 'left', 'raw': 1065, 'base_valid': 698, 'seconds': 0.4141113758087158}
behavior 400/459 a7763417-e0d6-4f2a-aa55-e382fd9b5fb8: {'eid': 'a7763417-e0d6-4f2a-aa55-e382fd9b5fb8', 'trials': 660, 'side': 'left', 'raw': 972, 'base_valid': 660, 'seconds': 0.39369845390319824}
behavior 401/459 5285c561-80da-4563-8694-739da92e5dd0: {'eid': '5285c561-80da-4563-8694-739da92e5dd0', 'trials': 351, 'side': 'left', 'raw': 563, 'base_valid': 351, 'seconds': 0.27516984939575195}
behavior 402/459 ff96bfe1-d925-4553-94b5-bf8297adf259: {'eid': 'ff96bfe1-d925-4553-94b5-bf8297adf259', 'trials': 265, 'side': 'left', 'raw': 426, 'base_valid': 265, 'seconds': 0.2650721073150635}
behavior 403/459 a9138924-4395-4981-83d1-530f6ff7c8fc: {'eid': 'a9138924-4395-4981-83d1-530f6ff7c8fc', 'trials': 372, 'side': 'left', 'raw': 884, 'base_valid': 372, 'seconds': 0.33643341064453125}
behavior 404/459 8c2f7f4d-7346-42a4-a715-4d37a5208535: {'eid': '8c2f7f4d-7346-42a4-a715-4d37a5208535', 'trials': 244, 'side': 'left', 'raw': 471, 'base_valid': 245, 'seconds': 0.11923003196716309}
behavior 405/459 09394481-8dd2-4d5c-9327-f2753ede92d7: {'eid': '09394481-8dd2-4d5c-9327-f2753ede92d7', 'trials': 435, 'side': 'left', 'raw': 912, 'base_valid': 435, 'seconds': 0.33692216873168945}
behavior 406/459 dc21e80d-97d7-44ca-a729-a8e3f9b14305: {'eid': 'dc21e80d-97d7-44ca-a729-a8e3f9b14305', 'trials': 505, 'side': 'left', 'raw': 1111, 'base_valid': 505, 'seconds': 0.3765065670013428}
behavior 407/459 25d1920e-a2af-4b6c-9f2e-fc6c65576544: {'eid': '25d1920e-a2af-4b6c-9f2e-fc6c65576544', 'trials': 217, 'side': 'left', 'raw': 401, 'base_valid': 217, 'seconds': 0.22083806991577148}
behavior 408/459 91e04f86-89df-4dec-a8f8-fa915c9a5f1a: {'eid': '91e04f86-89df-4dec-a8f8-fa915c9a5f1a', 'trials': 352, 'side': 'left', 'raw': 548, 'base_valid': 391, 'seconds': 0.21622300148010254}
EXCLUDE c728f6fd-58e2-448d-aefb-a72c637b604c: FileNotFoundError: no matched camera time/motion stream
behavior 410/459 952870e5-f2a7-4518-9e6d-71585460f6fe: {'eid': '952870e5-f2a7-4518-9e6d-71585460f6fe', 'trials': 722, 'side': 'left', 'raw': 906, 'base_valid': 722, 'seconds': 0.34477710723876953}
behavior 411/459 f304211a-81b1-446f-a435-25e589fe3a5a: {'eid': 'f304211a-81b1-446f-a435-25e589fe3a5a', 'trials': 679, 'side': 'left', 'raw': 1016, 'base_valid': 679, 'seconds': 0.3661057949066162}
behavior 412/459 73918ae1-e4fd-4c18-b132-00cb555b1ad2: {'eid': '73918ae1-e4fd-4c18-b132-00cb555b1ad2', 'trials': 467, 'side': 'left', 'raw': 625, 'base_valid': 467, 'seconds': 0.2839796543121338}
behavior 413/459 d2832a38-27f6-452d-91d6-af72d794136c: {'eid': 'd2832a38-27f6-452d-91d6-af72d794136c', 'trials': 513, 'side': 'left', 'raw': 663, 'base_valid': 513, 'seconds': 0.30182909965515137}
behavior 414/459 0cc486c3-8c7b-494d-aa04-b70e2690bcba: {'eid': '0cc486c3-8c7b-494d-aa04-b70e2690bcba', 'trials': 444, 'side': 'left', 'raw': 563, 'base_valid': 444, 'seconds': 0.2694103717803955}
behavior 415/459 e9fc0a2d-c69d-44d1-9fa3-314782387cae: {'eid': 'e9fc0a2d-c69d-44d1-9fa3-314782387cae', 'trials': 232, 'side': 'left', 'raw': 430, 'base_valid': 232, 'seconds': 0.2764594554901123}
behavior 416/459 72028382-a869-4745-bacf-cb8789e16953: {'eid': '72028382-a869-4745-bacf-cb8789e16953', 'trials': 765, 'side': 'left', 'raw': 986, 'base_valid': 765, 'seconds': 0.37730860710144043}
behavior 417/459 af55d16f-0e31-4073-bdb5-26da54914aa2: {'eid': 'af55d16f-0e31-4073-bdb5-26da54914aa2', 'trials': 814, 'side': 'left', 'raw': 1118, 'base_valid': 814, 'seconds': 0.45445847511291504}
behavior 418/459 821f1883-27f3-411d-afd3-fb8241bbc39a: {'eid': '821f1883-27f3-411d-afd3-fb8241bbc39a', 'trials': 472, 'side': 'left', 'raw': 592, 'base_valid': 473, 'seconds': 0.26822781562805176}
behavior 419/459 69a0e953-a643-4f0e-bb26-dc65af3ea7d7: {'eid': '69a0e953-a643-4f0e-bb26-dc65af3ea7d7', 'trials': 448, 'side': 'left', 'raw': 596, 'base_valid': 448, 'seconds': 0.32282114028930664}
behavior 420/459 86b6ba67-c1db-4333-add0-f8105ea6e363: {'eid': '86b6ba67-c1db-4333-add0-f8105ea6e363', 'trials': 457, 'side': 'left', 'raw': 565, 'base_valid': 457, 'seconds': 0.2429056167602539}
behavior 421/459 58b1e920-cfc8-467e-b28b-7654a55d0977: {'eid': '58b1e920-cfc8-467e-b28b-7654a55d0977', 'trials': 565, 'side': 'left', 'raw': 728, 'base_valid': 565, 'seconds': 0.3168008327484131}
behavior 422/459 08102cfc-a040-4bcf-b63c-faa0f4914a6f: {'eid': '08102cfc-a040-4bcf-b63c-faa0f4914a6f', 'trials': 125, 'side': 'left', 'raw': 406, 'base_valid': 126, 'seconds': 0.28692030906677246}
behavior 423/459 3e7ae7c0-fe8b-487c-9354-036236fa1010: {'eid': '3e7ae7c0-fe8b-487c-9354-036236fa1010', 'trials': 402, 'side': 'left', 'raw': 854, 'base_valid': 402, 'seconds': 0.3050823211669922}
behavior 424/459 5b44c40f-80f4-44fb-abfb-c7f19e27a6ca: {'eid': '5b44c40f-80f4-44fb-abfb-c7f19e27a6ca', 'trials': 418, 'side': 'left', 'raw': 591, 'base_valid': 418, 'seconds': 0.27971720695495605}
EXCLUDE 03cf52f6-fba6-4743-a42e-dd1ac3072343: FileNotFoundError: no matched camera time/motion stream
EXCLUDE da188f2c-553c-4e04-879b-c9ea2d1b9a93: FileNotFoundError: no matched camera time/motion stream
behavior 427/459 7f6b86f9-879a-4ea2-8531-294a221af5d0: {'eid': '7f6b86f9-879a-4ea2-8531-294a221af5d0', 'trials': 626, 'side': 'left', 'raw': 1013, 'base_valid': 626, 'seconds': 0.3817720413208008}
behavior 428/459 5adab0b7-dfd0-467d-b09d-43cb7ca5d59c: {'eid': '5adab0b7-dfd0-467d-b09d-43cb7ca5d59c', 'trials': 426, 'side': 'left', 'raw': 672, 'base_valid': 426, 'seconds': 0.29437732696533203}
behavior 429/459 49e0ab27-827a-4c91-bcaa-97eea27a1b8d: {'eid': '49e0ab27-827a-4c91-bcaa-97eea27a1b8d', 'trials': 574, 'side': 'left', 'raw': 884, 'base_valid': 574, 'seconds': 0.3266146183013916}
behavior 430/459 edd22318-216c-44ff-bc24-49ce8be78374: {'eid': 'edd22318-216c-44ff-bc24-49ce8be78374', 'trials': 511, 'side': 'left', 'raw': 891, 'base_valid': 511, 'seconds': 0.3345518112182617}
behavior 431/459 8db36de1-8f17-4446-b527-b5d91909b45a: {'eid': '8db36de1-8f17-4446-b527-b5d91909b45a', 'trials': 823, 'side': 'left', 'raw': 1440, 'base_valid': 823, 'seconds': 0.4778914451599121}
behavior 432/459 1eac875c-feaa-4a30-b148-059b954b11d8: {'eid': '1eac875c-feaa-4a30-b148-059b954b11d8', 'trials': 612, 'side': 'left', 'raw': 1253, 'base_valid': 612, 'seconds': 0.3932673931121826}
behavior 433/459 41431f53-69fd-4e3b-80ce-ea62e03bf9c7: {'eid': '41431f53-69fd-4e3b-80ce-ea62e03bf9c7', 'trials': 308, 'side': 'left', 'raw': 570, 'base_valid': 308, 'seconds': 0.29300546646118164}
behavior 434/459 a66f1593-dafd-4982-9b66-f9554b6c86b5: {'eid': 'a66f1593-dafd-4982-9b66-f9554b6c86b5', 'trials': 392, 'side': 'left', 'raw': 657, 'base_valid': 392, 'seconds': 0.37024497985839844}
behavior 435/459 a82800ce-f4e3-4464-9b80-4c3d6fade333: {'eid': 'a82800ce-f4e3-4464-9b80-4c3d6fade333', 'trials': 455, 'side': 'left', 'raw': 672, 'base_valid': 455, 'seconds': 0.31311535835266113}
behavior 436/459 6a601cc5-7b79-4c75-b0e8-552246532f82: {'eid': '6a601cc5-7b79-4c75-b0e8-552246532f82', 'trials': 389, 'side': 'left', 'raw': 827, 'base_valid': 389, 'seconds': 0.3365623950958252}
behavior 437/459 90e74228-fd1a-482f-bd56-05dbad132861: {'eid': '90e74228-fd1a-482f-bd56-05dbad132861', 'trials': 659, 'side': 'left', 'raw': 971, 'base_valid': 659, 'seconds': 0.37058115005493164}
EXCLUDE b81e3e11-9a60-4114-b894-09f85074d9c3: FileNotFoundError: no matched camera time/motion stream
behavior 439/459 8207abc6-6b23-4762-92b4-82e05bed5143: {'eid': '8207abc6-6b23-4762-92b4-82e05bed5143', 'trials': 496, 'side': 'left', 'raw': 751, 'base_valid': 496, 'seconds': 0.4101743698120117}
behavior 440/459 20c112a1-8a42-44e0-a4cd-e5b932f7bda9: {'eid': '20c112a1-8a42-44e0-a4cd-e5b932f7bda9', 'trials': 439, 'side': 'left', 'raw': 636, 'base_valid': 439, 'seconds': 0.2788393497467041}
behavior 441/459 549caacc-3bd7-40f1-913d-e94141816547: {'eid': '549caacc-3bd7-40f1-913d-e94141816547', 'trials': 232, 'side': 'left', 'raw': 407, 'base_valid': 232, 'seconds': 0.2798621654510498}
behavior 442/459 6274dda8-3a59-4aa1-95f8-a8a549c46a26: {'eid': '6274dda8-3a59-4aa1-95f8-a8a549c46a26', 'trials': 586, 'side': 'left', 'raw': 781, 'base_valid': 586, 'seconds': 0.3465001583099365}
behavior 443/459 90c61c38-b9fd-4cc3-9795-29160d2f8e55: {'eid': '90c61c38-b9fd-4cc3-9795-29160d2f8e55', 'trials': 651, 'side': 'left', 'raw': 804, 'base_valid': 651, 'seconds': 0.3058140277862549}
behavior 444/459 ff48aa1d-ef30-4903-ac34-8c41b738c1b9: {'eid': 'ff48aa1d-ef30-4903-ac34-8c41b738c1b9', 'trials': 733, 'side': 'left', 'raw': 945, 'base_valid': 733, 'seconds': 0.3527820110321045}
behavior 445/459 280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3: {'eid': '280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3', 'trials': 730, 'side': 'left', 'raw': 888, 'base_valid': 730, 'seconds': 0.40506839752197266}
behavior 446/459 c557324b-b95d-414c-888f-6ee1329a2329: {'eid': 'c557324b-b95d-414c-888f-6ee1329a2329', 'trials': 855, 'side': 'left', 'raw': 1053, 'base_valid': 855, 'seconds': 0.36613035202026367}
behavior 447/459 5d01d14e-aced-4465-8f8e-9a1c674f62ec: {'eid': '5d01d14e-aced-4465-8f8e-9a1c674f62ec', 'trials': 257, 'side': 'left', 'raw': 555, 'base_valid': 257, 'seconds': 0.30908894538879395}
behavior 448/459 e56541a5-a6d5-4750-b1fe-f6b5257bfe7c: {'eid': 'e56541a5-a6d5-4750-b1fe-f6b5257bfe7c', 'trials': 346, 'side': 'left', 'raw': 583, 'base_valid': 347, 'seconds': 0.28522706031799316}
behavior 449/459 81a78eac-9d36-4f90-a73a-7eb3ad7f770b: {'eid': '81a78eac-9d36-4f90-a73a-7eb3ad7f770b', 'trials': 919, 'side': 'left', 'raw': 1103, 'base_valid': 919, 'seconds': 0.3669257164001465}
behavior 450/459 626126d5-eecf-4e9b-900e-ec29a17ece07: {'eid': '626126d5-eecf-4e9b-900e-ec29a17ece07', 'trials': 662, 'side': 'left', 'raw': 972, 'base_valid': 662, 'seconds': 0.36769914627075195}
behavior 451/459 b69b86be-af7d-4ecf-8cbf-0cd356afa1bd: {'eid': 'b69b86be-af7d-4ecf-8cbf-0cd356afa1bd', 'trials': 198, 'side': 'left', 'raw': 462, 'base_valid': 198, 'seconds': 0.29493117332458496}
behavior 452/459 15763234-d21e-491f-a01b-1238eb96d389: {'eid': '15763234-d21e-491f-a01b-1238eb96d389', 'trials': 566, 'side': 'left', 'raw': 894, 'base_valid': 566, 'seconds': 0.359804630279541}
behavior 453/459 e349a2e7-50a3-47ca-bc45-20d1899854ec: {'eid': 'e349a2e7-50a3-47ca-bc45-20d1899854ec', 'trials': 882, 'side': 'left', 'raw': 1022, 'base_valid': 882, 'seconds': 0.36980199813842773}
behavior 454/459 1ec23a70-b94b-4e9c-a0df-8c2151da3761: {'eid': '1ec23a70-b94b-4e9c-a0df-8c2151da3761', 'trials': 1085, 'side': 'left', 'raw': 1194, 'base_valid': 1085, 'seconds': 0.44409704208374023}
behavior 455/459 fcd49e34-f07b-441c-b2ac-cb8c462ec5ac: {'eid': 'fcd49e34-f07b-441c-b2ac-cb8c462ec5ac', 'trials': 1201, 'side': 'left', 'raw': 1279, 'base_valid': 1201, 'seconds': 0.42868947982788086}
behavior 456/459 5522ac4b-0e41-4c53-836a-aaa17e82b9eb: {'eid': '5522ac4b-0e41-4c53-836a-aaa17e82b9eb', 'trials': 1054, 'side': 'left', 'raw': 1139, 'base_valid': 1054, 'seconds': 0.3924834728240967}
behavior 457/459 993c7024-0abc-4028-ad30-d397ad55b084: {'eid': '993c7024-0abc-4028-ad30-d397ad55b084', 'trials': 1033, 'side': 'left', 'raw': 1091, 'base_valid': 1033, 'seconds': 0.3698270320892334}
behavior 458/459 fece187f-b47f-4870-a1d6-619afe942a7d: {'eid': 'fece187f-b47f-4870-a1d6-619afe942a7d', 'trials': 1445, 'side': 'left', 'raw': 1525, 'base_valid': 1445, 'seconds': 0.5005252361297607}
behavior 459/459 c7bd79c9-c47e-4ea5-aea3-74dda991b48e: {'eid': 'c7bd79c9-c47e-4ea5-aea3-74dda991b48e', 'trials': 1093, 'side': 'left', 'raw': 1213, 'base_valid': 1093, 'seconds': 0.3981034755706787}
Global wheel tertiles [0.01511685 0.40507924] whisker tertiles [2.73344064 7.84546248]
convert 1/444 6713a4a7-faed-4df2-acab-ee4e63326f8d: trials=407 neurons=898 maxcount=14 sec=0.27
convert 2/444 56956777-dca5-468c-87cb-78150432cc57: trials=244 neurons=1728 maxcount=17 sec=0.32
convert 3/444 4364a246-f8d7-4ce7-ba23-a098104b96e4: trials=147 neurons=1202 maxcount=16 sec=0.14
convert 4/444 b182b754-3c3e-4942-8144-6ee790926b58: trials=221 neurons=1255 maxcount=20 sec=0.19
convert 5/444 a8a8af78-16de-4841-ab07-fde4b5281a03: trials=337 neurons=2017 maxcount=15 sec=0.41
convert 6/444 032ffcdf-7692-40b3-b9ff-8def1fc18b2e: trials=267 neurons=1673 maxcount=16 sec=0.27
convert 7/444 8c33abef-3d3e-4d42-9f27-445e9def08f9: trials=486 neurons=2002 maxcount=20 sec=0.61
convert 8/444 ebe2efe3-e8a1-451a-8947-76ef42427cc9: trials=352 neurons=1190 maxcount=49 sec=0.29
convert 9/444 77e6dc6a-66ed-433c-b1a2-778c914f523c: trials=590 neurons=616 maxcount=10 sec=0.23
convert 10/444 5569f363-0934-464e-9a5b-77c8e67791a1: trials=509 neurons=813 maxcount=11 sec=0.22
convert 11/444 5ec72172-3901-4771-8777-6e9490ca51fc: trials=695 neurons=1469 maxcount=28 sec=0.57
convert 12/444 7af49c00-63dd-4fed-b2e0-1b3bd945b20b: trials=321 neurons=2205 maxcount=11 sec=0.42
convert 13/444 f88d4dd4-ccd7-400e-9035-fa00be3bcfa8: trials=226 neurons=2001 maxcount=19 sec=0.30
convert 14/444 83d85891-bd75-4557-91b4-1cbb5f8bfc9d: trials=260 neurons=1676 maxcount=18 sec=0.29
convert 15/444 aec5d3cc-4bb2-4349-80a9-0395b76f04e2: trials=499 neurons=2777 maxcount=27 sec=0.86
convert 16/444 21d21fc3-4201-4edc-802a-c67b61952548: trials=369 neurons=867 maxcount=13 sec=0.17
convert 17/444 6ed57216-498d-48a6-b48b-a243a34710ea: trials=439 neurons=1366 maxcount=26 sec=0.36
convert 18/444 35ed605c-1a1a-47b1-86ff-2b56144f55af: trials=403 neurons=1553 maxcount=12 sec=0.35
convert 19/444 fa1f26a1-eb49-4b24-917e-19f02a18ac61: trials=493 neurons=1357 maxcount=20 sec=0.37
convert 20/444 ee212778-3903-4f5b-ac4b-a72f22debf03: trials=338 neurons=1578 maxcount=24 sec=0.31
convert 21/444 91a3353a-2da1-420d-8c7c-fad2fedfdd18: trials=383 neurons=961 maxcount=12 sec=0.25
convert 22/444 5157810e-0fff-4bcf-b19d-32d4e39c7dfc: trials=203 neurons=1742 maxcount=18 sec=0.29
